157.0.0.0,157.0.255.255,AS,CN,Jiangsu,"Xuzhou (Pizhou Shi)",34.3388,118.014
157.39.159.32,157.39.159.255,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.39.160.0,157.39.160.255,AS,IN,Punjab,Rāmpura,30.256,75.2412
157.39.161.0,157.39.161.255,AS,IN,Punjab,Jalandhar,31.3256,75.5792
157.39.162.0,157.39.163.255,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.39.164.0,157.39.164.255,AS,IN,Punjab,Phagwāra,31.2245,75.7739
157.39.165.0,157.39.166.255,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.39.167.0,157.39.167.255,AS,IN,Chandigarh,Chandigarh,30.7363,76.7884
157.39.168.0,157.39.169.255,AS,IN,Punjab,Phagwāra,31.2245,75.7739
157.39.170.0,157.39.170.255,AS,IN,Punjab,Sanaur,30.3018,76.4579
157.39.171.0,157.39.171.255,AS,IN,Punjab,Ludhiana,30.912,75.8538
157.39.172.0,157.39.172.255,AS,IN,Punjab,"Māler Kotla",30.5309,75.8795
157.39.173.0,157.39.173.255,AS,IN,Chandigarh,Chandigarh,30.7363,76.7884
157.39.174.0,157.39.177.191,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.39.177.192,157.39.177.255,AS,IN,Punjab,Phagwāra,31.2245,75.7739
157.39.178.0,157.39.178.255,AS,IN,Punjab,Giddarbāha,30.1995,74.6663
157.39.179.0,157.39.180.31,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.39.180.32,157.39.180.255,AS,IN,Chandigarh,Chandigarh,30.7363,76.7884
157.39.181.0,157.39.181.255,AS,IN,Punjab,Dhanaula,30.2822,75.5734
157.39.182.0,157.39.182.255,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.39.183.0,157.39.183.255,AS,IN,Punjab,Phagwāra,31.2245,75.7739
157.39.184.0,157.39.184.255,AS,IN,Punjab,Sunām,30.1288,75.7994
157.39.185.0,157.39.185.255,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.39.186.0,157.39.186.255,AS,IN,Punjab,Phagwāra,31.2245,75.7739
157.39.187.0,157.39.187.255,AS,IN,Punjab,Rāmpura,30.256,75.2412
157.39.188.0,157.39.188.255,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.39.189.0,157.39.189.255,AS,IN,Punjab,Hoshiārpur,31.5372,75.9127
157.39.190.0,157.39.192.255,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.39.193.0,157.39.193.255,AS,IN,Punjab,Chīma,30.6854,76.0864
157.39.194.0,157.39.194.255,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.39.195.0,157.39.195.255,AS,IN,Punjab,Ludhiana,30.912,75.8538
157.39.196.0,157.39.196.255,AS,IN,Chandigarh,Chandigarh,30.7363,76.7884
157.39.197.0,157.39.198.255,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.39.199.0,157.39.199.255,AS,IN,Punjab,Jalandhar,31.3256,75.5792
157.39.200.0,157.39.204.255,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.39.205.0,157.39.205.255,AS,IN,Punjab,Mohali,30.68,76.7221
157.39.206.0,157.39.206.255,AS,IN,Punjab,Amloh,30.6084,76.232
157.39.207.0,157.39.207.255,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.39.208.0,157.39.208.255,AS,IN,Punjab,Jalandhar,31.3256,75.5792
157.39.209.0,157.39.209.255,AS,IN,Haryana,Panchkula,30.6946,76.8504
157.39.210.0,157.39.210.191,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.39.210.192,157.39.211.255,AS,IN,Punjab,Rajpura,30.4786,76.5928
157.39.212.0,157.39.212.255,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.39.213.0,157.39.213.255,AS,IN,Punjab,Moga,30.8138,75.1688
157.39.214.0,157.39.214.255,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.39.215.0,157.39.215.255,AS,IN,Punjab,"Bāgha Purāna",30.6881,75.0984
157.39.216.0,157.39.216.255,AS,IN,Punjab,Ludhiana,30.912,75.8538
157.39.217.0,157.39.218.255,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.39.219.0,157.39.219.255,AS,IN,Chandigarh,Chandigarh,30.7363,76.7884
157.39.220.0,157.39.220.255,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.39.221.0,157.39.221.255,AS,IN,Chandigarh,Chandigarh,30.7363,76.7884
157.39.222.0,157.39.222.255,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.39.223.0,157.39.223.255,AS,IN,Punjab,Kharar,30.7463,76.6469
157.39.224.0,157.39.224.255,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.39.225.0,157.39.225.255,AS,IN,Punjab,Mohali,30.68,76.7221
157.39.226.0,157.39.226.255,AS,IN,Punjab,Khanna,30.7055,76.222
157.39.227.0,157.39.227.255,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.39.228.0,157.39.228.255,AS,IN,Punjab,Batāla,31.8092,75.2029
157.39.229.0,157.39.229.255,AS,IN,Haryana,Panchkula,30.6946,76.8504
157.39.230.0,157.39.230.255,AS,IN,Punjab,Rāhon,31.0527,76.1191
157.39.231.0,157.39.232.255,AS,IN,Chandigarh,Chandigarh,30.7363,76.7884
157.39.233.0,157.39.235.255,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.39.236.0,157.39.236.255,AS,IN,Punjab,Giddarbāha,30.1995,74.6663
157.39.237.0,157.39.237.255,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.39.238.0,157.39.238.255,AS,IN,Punjab,Jalandhar,31.3256,75.5792
157.39.239.0,157.39.239.255,AS,IN,Punjab,Amritsar,31.6223,74.8753
157.39.240.0,157.39.241.255,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.39.242.0,157.39.242.127,AS,IN,Punjab,Ludhiana,30.912,75.8538
157.39.242.128,157.39.243.255,AS,IN,Punjab,Jalandhar,31.3256,75.5792
157.39.244.0,157.39.244.255,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.39.245.0,157.39.245.255,AS,IN,Punjab,Mohali,30.68,76.7221
157.39.246.0,157.39.246.255,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.39.247.0,157.39.247.255,AS,IN,Haryana,Panchkula,30.6946,76.8504
157.39.248.0,157.39.248.255,AS,IN,Punjab,"Badhni Kalān",30.6813,75.2909
157.39.249.0,157.39.249.255,AS,IN,Punjab,Jalandhar,31.3256,75.5792
157.39.250.0,157.39.250.255,AS,IN,Punjab,Ludhiana,30.912,75.8538
157.39.251.0,157.39.251.255,AS,IN,Punjab,Jaito,30.4513,74.8919
157.39.252.0,157.39.252.255,AS,IN,Punjab,Dhanaula,30.2822,75.5734
157.39.253.0,157.39.254.255,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.39.255.0,157.39.255.255,AS,IN,Punjab,Hoshiārpur,31.5372,75.9127
157.40.0.0,157.40.0.255,AS,IN,"West Bengal",Santoshpur,22.5204,88.2697
157.40.1.0,157.40.1.255,AS,IN,"West Bengal","Bara Bazar",22.5667,88.35
157.40.2.0,157.40.2.255,AS,IN,"West Bengal",Santoshpur,22.5204,88.2697
157.40.3.0,157.40.3.255,AS,IN,"West Bengal","Dum Dum",22.6334,88.4229
157.40.4.0,157.40.6.255,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.40.7.0,157.40.7.255,AS,IN,"West Bengal",Kolkata,22.5626,88.363
157.40.8.0,157.40.8.255,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.40.9.0,157.40.10.255,AS,IN,"West Bengal",Kolkata,22.5626,88.363
157.40.11.0,157.40.11.255,AS,IN,"West Bengal","Bara Bazar",22.5667,88.35
157.40.12.0,157.40.12.255,AS,IN,"West Bengal",Santoshpur,22.5204,88.2697
157.40.13.0,157.40.13.255,AS,IN,"West Bengal",Bankra,22.6029,88.2775
157.40.14.0,157.40.14.127,AS,IN,"West Bengal",Santoshpur,22.5204,88.2697
157.40.14.128,157.40.15.255,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.40.16.0,157.40.16.255,AS,IN,"West Bengal",Santoshpur,22.5204,88.2697
157.40.17.0,157.40.17.255,AS,IN,"West Bengal","Dum Dum",22.6334,88.4229
157.40.18.0,157.40.18.255,AS,IN,"West Bengal",Santoshpur,22.5204,88.2697
157.40.19.0,157.40.19.255,AS,IN,"West Bengal",Kolkata,22.5626,88.363
157.40.20.0,157.40.20.207,AS,IN,"West Bengal",Kāmārhāti,22.6711,88.3747
157.40.20.208,157.40.21.255,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.40.22.0,157.40.22.255,AS,IN,"West Bengal",Bāruipur,22.3525,88.4388
157.40.23.0,157.40.24.255,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.40.25.0,157.40.25.255,AS,IN,"West Bengal",Bārākpur,22.766,88.3634
157.40.26.0,157.40.26.255,AS,IN,"West Bengal",Santoshpur,22.5204,88.2697
157.40.27.0,157.40.29.255,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.40.30.0,157.40.30.255,AS,IN,"West Bengal",Santoshpur,22.5204,88.2697
157.40.31.0,157.40.31.255,AS,IN,"West Bengal",Howrah,22.5769,88.3186
157.40.32.0,157.40.33.255,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.40.34.0,157.40.34.255,AS,IN,"West Bengal",Santoshpur,22.5204,88.2697
157.40.35.0,157.40.35.255,AS,IN,"West Bengal",Serampore,22.7528,88.3422
157.40.36.0,157.40.36.127,AS,IN,"West Bengal","Bara Bazar",22.5667,88.35
157.40.36.128,157.40.37.255,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.40.38.0,157.40.38.127,AS,IN,"West Bengal",Madhyamgram,22.6894,88.4459
157.40.38.128,157.40.40.255,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.40.41.0,157.40.41.255,AS,IN,"West Bengal","Bara Bazar",22.5667,88.35
157.40.42.0,157.40.42.255,AS,IN,"West Bengal",Santoshpur,22.5204,88.2697
157.40.43.0,157.40.43.255,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.40.44.0,157.40.44.255,AS,IN,"West Bengal",Kolkata,22.5626,88.363
157.40.45.0,157.40.45.255,AS,IN,"West Bengal",Chandannagar,22.8622,88.368
157.40.46.0,157.40.46.255,AS,IN,"West Bengal",Madhyamgram,22.6894,88.4459
157.40.47.0,157.40.47.255,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.40.48.0,157.40.48.255,AS,IN,"West Bengal",Santoshpur,22.5204,88.2697
157.40.49.0,157.40.49.255,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.40.50.0,157.40.50.255,AS,IN,"West Bengal",Santoshpur,22.5204,88.2697
157.40.51.0,157.40.51.255,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.40.52.0,157.40.52.255,AS,IN,"West Bengal",Santoshpur,22.5204,88.2697
157.40.53.0,157.40.53.255,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.40.54.0,157.40.54.255,AS,IN,"West Bengal",Santoshpur,22.5204,88.2697
157.40.55.0,157.40.55.255,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.40.56.0,157.40.56.255,AS,IN,"West Bengal",Santoshpur,22.5204,88.2697
157.40.57.0,157.40.57.255,AS,IN,"West Bengal",Bāwāli,22.4256,88.1934
157.40.58.0,157.40.58.255,AS,IN,"West Bengal",Kolkata,22.5626,88.363
157.40.59.0,157.40.59.255,AS,IN,"West Bengal",Madhyamgram,22.6894,88.4459
157.40.60.0,157.40.60.255,AS,IN,"West Bengal",Santoshpur,22.5204,88.2697
157.40.61.0,157.40.61.255,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.40.62.0,157.40.62.255,AS,IN,"West Bengal",Santoshpur,22.5204,88.2697
157.40.63.0,157.40.64.255,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.40.65.0,157.40.65.255,AS,IN,"West Bengal",Amtala,22.3705,88.2786
157.40.66.0,157.40.66.255,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.40.67.0,157.40.67.255,AS,IN,"West Bengal","Dum Dum",22.6334,88.4229
157.40.68.0,157.40.68.255,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.40.69.0,157.40.69.255,AS,IN,"West Bengal",Santoshpur,22.5204,88.2697
157.40.70.0,157.40.70.255,AS,IN,"West Bengal","Bara Bazar",22.5667,88.35
157.40.71.0,157.40.71.255,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.40.72.0,157.40.72.255,AS,IN,"West Bengal",Bāli,22.6486,88.3411
157.40.73.0,157.40.73.255,AS,IN,"West Bengal",Santoshpur,22.5204,88.2697
157.40.74.0,157.40.78.255,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.40.79.0,157.40.79.255,AS,IN,"West Bengal",Santoshpur,22.5204,88.2697
157.40.80.0,157.40.80.255,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.40.81.0,157.40.81.255,AS,IN,"West Bengal","Bara Bazar",22.5667,88.35
157.40.82.0,157.40.82.255,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.40.83.0,157.40.83.255,AS,IN,"West Bengal",Baranagar,22.6413,88.3773
157.40.84.0,157.40.85.255,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.40.86.0,157.40.86.255,AS,IN,"West Bengal",Kolkata,22.5626,88.363
157.40.87.0,157.40.87.255,AS,IN,"West Bengal",Santoshpur,22.5204,88.2697
157.40.88.0,157.40.89.255,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.40.90.0,157.40.90.255,AS,IN,"West Bengal",Kolkata,22.5626,88.363
157.40.91.0,157.40.91.255,AS,IN,"West Bengal",Santoshpur,22.5204,88.2697
157.40.92.0,157.40.92.255,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.40.93.0,157.40.93.255,AS,IN,"West Bengal",Dhulagari,22.5821,88.171
157.40.94.0,157.40.94.255,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.40.95.0,157.40.95.255,AS,IN,"West Bengal",Santoshpur,22.5204,88.2697
157.40.96.0,157.40.96.255,AS,IN,"West Bengal",Dhulagari,22.5821,88.171
157.40.97.0,157.40.97.255,AS,IN,"West Bengal",Rishra,22.7239,88.3456
157.40.98.0,157.40.98.255,AS,IN,"West Bengal",Kolkata,22.5626,88.363
157.40.99.0,157.40.99.255,AS,IN,"West Bengal",Santoshpur,22.5204,88.2697
157.40.100.0,157.40.102.255,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.40.103.0,157.40.103.255,AS,IN,"West Bengal",Santoshpur,22.5204,88.2697
157.40.104.0,157.40.104.255,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.40.105.0,157.40.106.255,AS,IN,"West Bengal",Naihāti,22.894,88.4152
157.40.107.0,157.40.107.255,AS,IN,"West Bengal",Santoshpur,22.5204,88.2697
157.40.108.0,157.40.108.255,AS,IN,"West Bengal",Bārāsat,22.7215,88.482
157.40.109.0,157.40.109.255,AS,IN,"West Bengal",Santoshpur,22.5204,88.2697
157.40.110.0,157.40.110.255,AS,IN,"West Bengal",Kolkata,22.5626,88.363
157.40.111.0,157.40.114.255,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.40.115.0,157.40.115.255,AS,IN,"West Bengal",Santoshpur,22.5204,88.2697
157.40.116.0,157.40.116.255,AS,IN,"West Bengal",Kolkata,22.5626,88.363
157.40.117.0,157.40.117.255,AS,IN,"West Bengal",Santoshpur,22.5204,88.2697
157.40.118.0,157.40.118.255,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.40.119.0,157.40.120.255,AS,IN,"West Bengal",Santoshpur,22.5204,88.2697
157.40.121.0,157.40.124.255,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.40.125.0,157.40.125.255,AS,IN,"West Bengal","Bara Bazar",22.5667,88.35
157.40.126.0,157.40.126.255,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.40.127.0,157.40.127.255,AS,IN,"West Bengal",Masila,22.5808,88.2328
157.40.128.0,157.40.255.255,AS,IN,Assam,Lumding,25.5736,93.2473
157.41.0.0,157.41.0.255,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.41.1.0,157.41.1.255,AS,IN,Odisha,Bālugaon,20.1784,85.1133
157.41.2.0,157.41.2.127,AS,IN,Odisha,Pipili,20.1136,85.8315
157.41.2.128,157.41.4.255,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.41.5.0,157.41.5.255,AS,IN,Odisha,Bhuban,20.882,85.8333
157.41.6.0,157.41.6.255,AS,IN,Odisha,Konark,19.8976,86.1141
157.41.7.0,157.41.7.255,AS,IN,Odisha,Kesinga,20.1878,83.2195
157.41.8.0,157.41.8.255,AS,IN,Odisha,Bhuban,20.882,85.8333
157.41.9.0,157.41.9.255,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.41.10.0,157.41.10.255,AS,IN,Odisha,Bhubaneswar,20.2724,85.8338
157.41.11.0,157.41.12.127,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.41.12.128,157.41.12.255,AS,IN,Odisha,Bhubaneswar,20.2724,85.8338
157.41.13.0,157.41.15.255,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.41.16.0,157.41.16.255,AS,IN,Odisha,Bhubaneswar,20.2724,85.8338
157.41.17.0,157.41.17.255,AS,IN,Odisha,Brahmapur,19.3115,84.7929
157.41.18.0,157.41.19.255,AS,IN,Odisha,Bhubaneswar,20.2724,85.8338
157.41.20.0,157.41.20.255,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.41.21.0,157.41.21.255,AS,IN,Odisha,Angul,20.8409,85.1019
157.41.22.0,157.41.22.255,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.41.23.0,157.41.23.207,AS,IN,Odisha,Bhubaneswar,20.2724,85.8338
157.41.23.208,157.41.24.255,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.41.25.0,157.41.25.255,AS,IN,Odisha,Bhuban,20.882,85.8333
157.41.26.0,157.41.26.255,AS,IN,Odisha,Bhubaneswar,20.2724,85.8338
157.41.27.0,157.41.27.255,AS,IN,Odisha,Bhuban,20.882,85.8333
157.41.28.0,157.41.28.63,AS,IN,Odisha,Bhubaneswar,20.2724,85.8338
157.41.28.64,157.41.30.255,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.41.31.0,157.41.31.255,AS,IN,Odisha,Cuttack,20.465,85.8793
157.41.32.0,157.41.32.255,AS,IN,Odisha,Bhubaneswar,20.2724,85.8338
157.41.33.0,157.41.33.255,AS,IN,Odisha,Bhuban,20.882,85.8333
157.41.34.0,157.41.35.255,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.41.36.0,157.41.36.255,AS,IN,Odisha,Bānapur,19.7789,85.1703
157.41.37.0,157.41.37.255,AS,IN,Odisha,Bhuban,20.882,85.8333
157.41.38.0,157.41.38.255,AS,IN,Odisha,Jājpur,20.8485,86.3373
157.41.39.0,157.41.39.255,AS,IN,Odisha,Bhuban,20.882,85.8333
157.41.40.0,157.41.41.255,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.41.42.0,157.41.42.255,AS,IN,Odisha,Bhuban,20.882,85.8333
157.41.43.0,157.41.43.255,AS,IN,Odisha,Bānposh,22.2483,84.8104
157.41.44.0,157.41.44.255,AS,IN,Odisha,Bhubaneswar,20.2724,85.8338
157.41.45.0,157.41.45.255,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.41.46.0,157.41.46.255,AS,IN,Odisha,Bhubaneswar,20.2724,85.8338
157.41.47.0,157.41.47.255,AS,IN,Odisha,Cuttack,20.465,85.8793
157.41.48.0,157.41.48.255,AS,IN,Odisha,Bhuban,20.882,85.8333
157.41.49.0,157.41.49.255,AS,IN,Odisha,Cuttack,20.465,85.8793
157.41.50.0,157.41.50.255,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.41.51.0,157.41.51.255,AS,IN,Odisha,Barbil,22.1019,85.3775
157.41.52.0,157.41.52.255,AS,IN,Odisha,Bhubaneswar,20.2724,85.8338
157.41.53.0,157.41.53.255,AS,IN,Odisha,Bhuban,20.882,85.8333
157.41.54.0,157.41.55.255,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.41.56.0,157.41.56.255,AS,IN,Odisha,Bhadrakh,21.0545,86.5156
157.41.57.0,157.41.58.255,AS,IN,Odisha,Cuttack,20.465,85.8793
157.41.59.0,157.41.59.191,AS,IN,Odisha,Bhuban,20.882,85.8333
157.41.59.192,157.41.60.255,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.41.61.0,157.41.61.255,AS,IN,Odisha,Brajarajnagar,21.8167,83.9167
157.41.62.0,157.41.65.255,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.41.66.0,157.41.67.255,AS,IN,Odisha,Bhuban,20.882,85.8333
157.41.68.0,157.41.70.255,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.41.71.0,157.41.71.127,AS,IN,Odisha,Burla,21.5098,83.8726
157.41.71.128,157.41.73.255,AS,IN,Odisha,Bhuban,20.882,85.8333
157.41.74.0,157.41.74.255,AS,IN,Odisha,Deogarh,21.5383,84.7334
157.41.75.0,157.41.76.255,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.41.77.0,157.41.77.255,AS,IN,Odisha,Bhuban,20.882,85.8333
157.41.78.0,157.41.78.255,AS,IN,Odisha,Cuttack,20.465,85.8793
157.41.79.0,157.41.80.255,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.41.81.0,157.41.81.127,AS,IN,Odisha,Burla,21.5098,83.8726
157.41.81.128,157.41.83.255,AS,IN,Odisha,Bhuban,20.882,85.8333
157.41.84.0,157.41.84.255,AS,IN,Odisha,Tālcher,20.9493,85.2335
157.41.85.0,157.41.85.255,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.41.86.0,157.41.86.255,AS,IN,Odisha,Bhuban,20.882,85.8333
157.41.87.0,157.41.88.255,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.41.89.0,157.41.89.255,AS,IN,Odisha,Bhuban,20.882,85.8333
157.41.90.0,157.41.90.255,AS,IN,Odisha,Bhubaneswar,20.2724,85.8338
157.41.91.0,157.41.91.255,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.41.92.0,157.41.92.255,AS,IN,Odisha,Bhubaneswar,20.2724,85.8338
157.41.93.0,157.41.93.255,AS,IN,Odisha,Burla,21.5098,83.8726
157.41.94.0,157.41.94.255,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.41.95.0,157.41.95.255,AS,IN,Odisha,Balimila,18.2517,82.1066
157.41.96.0,157.41.98.127,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.41.98.128,157.41.98.183,AS,IN,Odisha,Bhuban,20.882,85.8333
157.41.98.184,157.41.99.255,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.41.100.0,157.41.100.255,AS,IN,Odisha,Bargarh,21.3335,83.619
157.41.101.0,157.41.101.255,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.41.102.0,157.41.102.255,AS,IN,Odisha,Bhuban,20.882,85.8333
157.41.103.0,157.41.103.255,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.41.104.0,157.41.104.127,AS,IN,Odisha,Bhubaneswar,20.2724,85.8338
157.41.104.128,157.41.105.255,AS,IN,Odisha,Bhuban,20.882,85.8333
157.41.106.0,157.41.106.255,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.41.107.0,157.41.107.255,AS,IN,Odisha,Bhubaneswar,20.2724,85.8338
157.41.108.0,157.41.109.255,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.41.110.0,157.41.110.255,AS,IN,Odisha,Bhuban,20.882,85.8333
157.41.111.0,157.41.111.255,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.41.112.0,157.41.112.255,AS,IN,"Andhra Pradesh",Visakhapatnam,17.6801,83.2016
157.41.113.0,157.41.113.255,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.41.114.0,157.41.115.255,AS,IN,Odisha,Bhuban,20.882,85.8333
157.41.116.0,157.41.118.255,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.41.119.0,157.41.119.255,AS,IN,Odisha,Bhuban,20.882,85.8333
157.41.120.0,157.41.120.255,AS,IN,Odisha,Cuttack,20.465,85.8793
157.41.121.0,157.41.121.255,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.41.122.0,157.41.122.255,AS,IN,Odisha,Bhubaneswar,20.2724,85.8338
157.41.123.0,157.41.123.255,AS,IN,Odisha,Patāmundai,20.5781,86.5606
157.41.124.0,157.41.124.255,AS,IN,Odisha,Nayāgarh,20.1288,85.0963
157.41.125.0,157.41.125.255,AS,IN,Odisha,Bhuban,20.882,85.8333
157.41.126.0,157.41.126.255,AS,IN,Odisha,Bhubaneswar,20.2724,85.8338
157.41.127.0,157.41.130.255,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.41.131.0,157.41.131.255,AS,IN,Odisha,Cuttack,20.465,85.8793
157.41.132.0,157.41.133.127,AS,IN,Odisha,Kantābānji,20.4671,82.9204
157.41.133.128,157.41.133.255,AS,IN,Odisha,Cuttack,20.465,85.8793
157.41.134.0,157.41.134.255,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.41.135.0,157.41.135.255,AS,IN,Odisha,Dhenkānāl,20.6574,85.5969
157.41.136.0,157.41.137.255,AS,IN,Odisha,Cuttack,20.465,85.8793
157.41.138.0,157.41.139.255,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.41.140.0,157.41.140.255,AS,IN,Odisha,Bargarh,21.3335,83.619
157.41.141.0,157.41.142.171,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.41.142.172,157.41.142.255,AS,IN,Odisha,Korāput,18.812,82.7105
157.41.143.0,157.41.143.255,AS,IN,Odisha,Cuttack,20.465,85.8793
157.41.144.0,157.41.144.255,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.41.145.0,157.41.145.255,AS,IN,Odisha,Kantābānji,20.4671,82.9204
157.41.146.0,157.41.147.255,AS,IN,Odisha,Cuttack,20.465,85.8793
157.41.148.0,157.41.148.255,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.41.149.0,157.41.150.255,AS,IN,Odisha,Cuttack,20.465,85.8793
157.41.151.0,157.41.151.255,AS,IN,Maharashtra,"Navi Mumbai",19.1299,73.0147
157.41.152.0,157.41.152.191,AS,IN,Odisha,Cuttack,20.465,85.8793
