14.0.0.0,14.0.7.255,AS,CN,Guangdong,Guangzhou,23.1322,113.267
14.101.239.0,14.101.240.255,AS,JP,Ōsaka,Osaka,34.6937,135.502
14.101.241.0,14.101.242.255,AS,JP,Tokyo,Chiyoda,35.6906,139.77
14.101.243.0,14.101.243.255,AS,JP,Ōsaka,Osaka,34.6937,135.502
14.101.244.0,14.101.250.255,AS,JP,Tokyo,Chiyoda,35.6906,139.77
14.101.251.0,14.101.251.255,AS,JP,Ōsaka,Osaka,34.6937,135.502
14.101.252.0,14.101.253.255,AS,JP,Tokyo,Chiyoda,35.6906,139.77
14.101.254.0,14.101.254.255,AS,JP,Ōsaka,Osaka,34.6937,135.502
14.101.255.0,14.101.255.255,AS,JP,Tokyo,Chiyoda,35.6906,139.77
14.102.0.0,14.102.0.255,AS,IN,"Tamil Nadu",Chennai,13.0524,80.2508
14.102.1.0,14.102.1.255,AS,IN,Delhi,"New Delhi (Okhla Phase III)",28.5503,77.2732
14.102.2.0,14.102.2.255,AS,IN,"Himachal Pradesh",Chandru,31.4954,76.9579
14.102.3.0,14.102.3.255,AS,IN,"Andhra Pradesh",Pinapāka,18.0257,80.695
14.102.4.0,14.102.4.255,AS,IN,Gujarat,Ahmedabad,23.0225,72.5714
14.102.5.0,14.102.5.255,AS,IN,"Uttar Pradesh",Aligarh,27.8974,78.088
14.102.6.0,14.102.6.255,AS,IN,"West Bengal",Kolkata,22.5726,88.3639
14.102.7.0,14.102.7.255,AS,IN,"Himachal Pradesh",Dharamsala,32.2197,76.3209
14.102.8.0,14.102.8.255,AS,IN,"West Bengal",Kolkata,22.5726,88.3639
14.102.9.0,14.102.9.255,AS,IN,"Uttar Pradesh","Ghaziabad (Block I)",28.6686,77.4569
14.102.10.0,14.102.10.255,AS,IN,Uttarakhand,Dehradun,30.3165,78.0322
14.102.11.0,14.102.12.255,AS,IN,Delhi,"Delhi (Laxmi Nagar)",28.6367,77.2748
14.102.13.0,14.102.13.255,AS,IN,Maharashtra,Satānā,20.821,74.136
14.102.14.0,14.102.14.255,AS,IN,Gujarat,"Viramgām (Aligarh)",23.135,72.0394
14.102.15.0,14.102.16.255,AS,IN,Uttarakhand,Dehradun,30.3165,78.0322
14.102.17.0,14.102.21.255,AS,IN,Haryana,Faridabad,28.4089,77.3178
14.102.22.0,14.102.22.255,AS,IN,Bihar,"Bodh Gaya",24.6961,84.987
14.102.23.0,14.102.23.255,AS,IN,Maharashtra,Mumbai,19.076,72.8777
14.102.24.0,14.102.24.255,AS,IN,"Uttar Pradesh",Bulandshahr,28.407,77.8498
14.102.25.0,14.102.26.255,AS,IN,Delhi,"New Delhi (Okhla Phase III)",28.5503,77.2732
14.102.27.0,14.102.27.255,AS,IN,Puducherry,Puducherry,11.9139,79.8145
14.102.28.0,14.102.28.255,AS,IN,"Uttar Pradesh",Prayagraj,25.4358,81.8463
14.102.29.0,14.102.29.255,AS,IN,"Uttar Pradesh",Lucknow,26.8465,80.9467
14.102.30.0,14.102.30.255,AS,IN,Delhi,"Delhi (Laxmi Nagar)",28.6367,77.2748
14.102.31.0,14.102.31.255,AS,IN,"Uttar Pradesh",Ghazīpur,25.584,83.577
14.102.32.0,14.102.32.255,AS,IN,Assam,Guwahati,26.1445,91.7362
14.102.33.0,14.102.33.255,AS,IN,"Uttar Pradesh",Gorakhpur,26.7606,83.3732
14.102.34.0,14.102.34.255,AS,IN,"Tamil Nadu",Ooty,11.4118,76.6959
14.102.35.0,14.102.35.255,AS,IN,"Tamil Nadu","Tirunelveli (Thyagaraja Nagar)",8.69399,77.7547
14.102.36.0,14.102.36.255,AS,IN,Delhi,"New Delhi (Barakhamba)",28.6288,77.2257
14.102.37.0,14.102.38.255,AS,IN,Delhi,"Delhi (Āzādpur)",28.7103,77.1752
14.102.39.0,14.102.39.255,AS,IN,Bihar,Sarai,25.7935,85.2774
14.102.40.0,14.102.41.255,AS,IN,Maharashtra,Mumbai,19.076,72.8777
14.102.42.0,14.102.42.255,AS,IN,"Uttar Pradesh",Bulandshahr,28.407,77.8498
14.102.43.0,14.102.43.255,AS,IN,Rajasthan,Jodhpur,26.2389,73.0243
14.102.44.0,14.102.44.255,AS,IN,"Tamil Nadu",Nagapattinam,10.7656,79.8424
14.102.45.0,14.102.45.255,AS,IN,Uttarakhand,Almora,29.62,79.67
14.102.46.0,14.102.46.255,AS,IN,Haryana,Faridabad,28.4089,77.3178
14.102.47.0,14.102.47.255,AS,IN,Delhi,"New Delhi (Okhla Phase III)",28.5503,77.2732
14.102.48.0,14.102.48.255,AS,IN,Rajasthan,"Sri Dūngargarh",28.0881,74.0014
14.102.49.0,14.102.49.255,AS,IN,Delhi,"Delhi (Rohini)",28.7373,77.091
14.102.50.0,14.102.50.255,AS,IN,Telangana,Devarkonda,16.693,78.9203
14.102.51.0,14.102.51.255,AS,IN,Haryana,Panipat,29.3396,76.9396
14.102.52.0,14.102.52.255,AS,IN,Delhi,"New Delhi",28.5227,77.2779
14.102.53.0,14.102.53.255,AS,IN,"Uttar Pradesh",Noida,28.5355,77.391
14.102.54.0,14.102.54.255,AS,IN,Delhi,"Delhi (Rohini)",28.7373,77.091
14.102.55.0,14.102.55.255,AS,IN,"Uttar Pradesh",Lucknow,26.8465,80.9467
14.102.56.0,14.102.56.255,AS,IN,"Uttar Pradesh",Noida,28.5355,77.391
14.102.57.0,14.102.57.255,AS,IN,Gujarat,Ahmedabad,23.0225,72.5714
14.102.58.0,14.102.58.255,AS,IN,"Uttar Pradesh",Mathura,27.4924,77.6737
14.102.59.0,14.102.59.255,AS,IN,"West Bengal",Kolkata,22.5726,88.3639
14.102.60.0,14.102.60.255,AS,IN,"Uttar Pradesh",Jhānsi,25.4484,78.5685
14.102.61.0,14.102.61.255,AS,IN,"Uttar Pradesh",Mathura,27.4924,77.6737
14.102.62.0,14.102.62.255,AS,IN,"West Bengal",Bolpur,23.6687,87.6828
14.102.63.0,14.102.63.255,AS,IN,"Uttar Pradesh",Ghaziabad,28.6692,77.4538
14.102.64.0,14.102.64.255,AS,IN,"Tamil Nadu",Salem,11.6643,78.146
14.102.65.0,14.102.65.255,AS,IN,Odisha,Cuttack,20.4625,85.883
14.102.66.0,14.102.66.255,AS,IN,"Uttar Pradesh",Chanduasi,28.4481,78.7796
14.102.67.0,14.102.67.255,AS,IN,"Madhya Pradesh",Dharampuri,22.1562,75.35
14.102.68.0,14.102.68.255,AS,IN,Gujarat,Naroda,23.0704,72.657
14.102.69.0,14.102.69.255,AS,IN,"Tamil Nadu","Chennai (Perambūr)",13.1178,80.2349
14.102.70.0,14.102.70.255,AS,IN,"Tamil Nadu",Chennai,13.0524,80.2508
14.102.71.0,14.102.71.255,AS,IN,"Uttar Pradesh",Bulandshahr,28.407,77.8498
14.102.72.0,14.102.72.255,AS,IN,"Uttar Pradesh",Fatehpur,25.85,80.8987
14.102.73.0,14.102.73.255,AS,IN,"Uttar Pradesh","Greater Noida",28.4744,77.504
14.102.74.0,14.102.74.255,AS,IN,Assam,Guwahati,26.1445,91.7362
14.102.75.0,14.102.75.255,AS,IN,Assam,Barpeta,26.3156,90.9964
14.102.76.0,14.102.77.255,AS,IN,Delhi,"Delhi (Rohini)",28.7373,77.091
14.102.78.0,14.102.78.255,AS,IN,Uttarakhand,Dehradun,30.3165,78.0322
14.102.79.0,14.102.79.255,AS,IN,Delhi,"New Delhi (Okhla Phase III)",28.5503,77.2732
14.102.80.0,14.102.80.255,AS,IN,Haryana,Hisar,29.1492,75.7216
14.102.81.0,14.102.81.255,AS,IN,Telangana,"Hyderabad (Bhagyalaxmi Nagar)",17.423,78.4897
14.102.82.0,14.102.82.255,AS,IN,Delhi,"New Delhi (Okhla Phase III)",28.5503,77.2732
14.102.83.0,14.102.83.255,AS,IN,Delhi,"New Delhi (Kailash Colony)",28.5535,77.2426
14.102.84.0,14.102.84.255,AS,IN,Haryana,Gurgaon,28.4595,77.0266
14.102.85.0,14.102.85.255,AS,IN,Maharashtra,Mumbai,19.076,72.8777
14.102.86.0,14.102.86.255,AS,IN,"Tamil Nadu",Sūrandai,8.90845,77.3971
14.102.87.0,14.102.87.255,AS,IN,"Uttar Pradesh",Noida,28.5355,77.391
14.102.88.0,14.102.88.255,AS,IN,Delhi,"Delhi (Ashok Vihar)",28.703,77.1773
14.102.89.0,14.102.89.255,AS,IN,"Tamil Nadu",Chennai,13.0524,80.2508
14.102.90.0,14.102.90.255,AS,IN,Delhi,"New Delhi (Okhla Phase III)",28.5503,77.2732
14.102.91.0,14.102.91.255,AS,IN,"Uttar Pradesh","Lucknow (Sūltānpur)",26.9235,80.9394
14.102.92.0,14.102.92.255,AS,IN,"Tamil Nadu",Vellore,12.9165,79.1325
14.102.93.0,14.102.93.255,AS,IN,"Uttar Pradesh",Kanpur,26.4652,80.3497
14.102.94.0,14.102.97.255,AS,IN,Delhi,"New Delhi (Okhla Phase III)",28.5503,77.2732
14.102.98.0,14.102.98.255,AS,IN,"Uttar Pradesh",Prayagraj,25.4358,81.8463
14.102.99.0,14.102.100.255,AS,IN,Delhi,"New Delhi (Okhla Phase III)",28.5503,77.2732
14.102.101.0,14.102.101.255,AS,IN,"Tamil Nadu",Ooty,11.4134,76.6952
14.102.102.0,14.102.102.255,AS,IN,Delhi,"New Delhi (Okhla Phase III)",28.5503,77.2732
14.102.103.0,14.102.104.255,AS,IN,Karnataka,Bengaluru,12.9716,77.5946
14.102.105.0,14.102.105.255,AS,IN,Delhi,"New Delhi",28.6353,77.225
14.102.106.0,14.102.106.255,AS,IN,Delhi,Pitampura,28.6896,77.1313
14.102.107.0,14.102.107.255,AS,IN,Delhi,"New Delhi (Okhla Phase III)",28.5503,77.2732
14.102.108.0,14.102.108.255,AS,IN,Delhi,"New Delhi",28.6353,77.225
14.102.109.0,14.102.113.255,AS,IN,Karnataka,Bengaluru,12.9716,77.5946
14.102.114.0,14.102.114.255,AS,IN,Delhi,"New Delhi",28.6353,77.225
14.102.115.0,14.102.115.255,AS,IN,Karnataka,Bengaluru,12.9716,77.5946
14.102.116.0,14.102.116.255,AS,IN,Delhi,"New Delhi",28.6353,77.225
14.102.117.0,14.102.117.255,AS,IN,Karnataka,Bengaluru,12.9716,77.5946
14.102.118.0,14.102.118.255,AS,IN,"Uttar Pradesh","Noida (D Block)",28.5599,77.3702
14.102.119.0,14.102.119.255,AS,IN,Delhi,"New Delhi (Okhla Phase III)",28.5503,77.2732
14.102.120.0,14.102.121.255,AS,IN,Delhi,"New Delhi (Dwarka)",28.5921,77.0461
14.102.122.0,14.102.122.255,AS,IN,Karnataka,Bengaluru,12.9716,77.5946
14.102.123.0,14.102.123.255,AS,IN,"Uttar Pradesh",Noida,28.5355,77.391
14.102.124.0,14.102.124.255,AS,IN,Delhi,"Delhi (Ashok Vihar)",28.703,77.1773
14.102.125.0,14.102.125.255,AS,IN,Karnataka,Bengaluru,12.9716,77.5946
14.102.126.0,14.102.127.255,AS,IN,Delhi,"New Delhi",28.6353,77.225
14.102.128.0,14.102.131.255,AS,CN,Fujian,Fuzhou,26.1008,119.295
14.102.132.0,14.102.135.255,AS,JP,Ishikawa,Kanazawa,36.5649,136.653
14.102.136.0,14.102.139.255,OC,AU,Victoria,Melbourne,-37.8141,144.963
14.102.140.0,14.102.140.255,OC,AU,Victoria,Melbourne,-37.8136,144.963
14.102.141.0,14.102.142.255,OC,AU,Victoria,Melbourne,-37.8141,144.963
14.102.143.0,14.102.143.255,OC,AU,Victoria,Melbourne,-37.8136,144.963
14.102.144.0,14.102.151.255,AS,MY,"Kuala Lumpur","Kuala Lumpur (Bukit Kiara)",3.13505,101.63
14.102.152.0,14.102.153.191,AS,ID,"West Java","Kelurahan Arjuna",-6.91652,107.6
14.102.153.192,14.102.153.255,AS,ID,"West Java",Bandung,-6.91746,107.619
14.102.154.0,14.102.154.255,AS,ID,"West Java","Kelurahan Arjuna",-6.91652,107.6
14.102.155.0,14.102.155.255,AS,ID,"West Java",Bandung,-6.91746,107.619
14.102.156.0,14.102.156.255,AS,CN,Shanghai,"Xuhui Qu",31.1945,121.441
14.102.157.0,14.102.157.255,NA,US,Virginia,Ashburn,39.0438,-77.4874
14.102.158.0,14.102.159.255,AS,CN,Shanghai,"Xuhui Qu",31.1945,121.441
14.102.160.0,14.102.163.255,AS,IN,Gujarat,Rajkot,22.2912,70.7973
14.102.164.0,14.102.167.255,AS,JP,Tokyo,Chiyoda,35.694,139.754
14.102.168.0,14.102.171.255,AS,PH,"National Capital Region","Makati City",14.5547,121.024
14.102.172.0,14.102.175.255,NA,US,Iowa,"Sioux City",42.4993,-96.3888
14.102.176.0,14.102.176.255,AS,JP,Tokyo,Chūō,35.6734,139.782
14.102.177.0,14.102.177.255,AS,JP,Tokyo,Toshima,35.7362,139.746
14.102.178.0,14.102.178.255,AS,JP,Tokyo,Toshima,35.7332,139.731
14.102.179.0,14.102.179.255,AS,JP,Tokyo,Koto-ku,35.6821,139.818
14.102.180.0,14.102.183.255,AS,CN,Beijing,Beijing,39.9042,116.407
14.102.184.0,14.102.187.255,AS,HK,"Wan Chai","Hong Kong",22.276,114.175
14.102.188.0,14.102.191.255,AS,IN,Haryana,"Gurgaon (Sector 39)",28.4478,77.0532
14.102.192.0,14.102.223.255,AS,JP,Tokyo,Chuo,35.682,139.774
14.102.224.0,14.102.225.255,AS,IN,Karnataka,"Bengaluru (FM Cariappa Colony)",12.9746,77.61
14.102.226.0,14.102.226.255,AS,IN,Karnataka,Bengaluru,12.9737,77.6167
14.102.227.0,14.102.239.255,AS,IN,Karnataka,"Bengaluru (FM Cariappa Colony)",12.9746,77.61
14.102.240.0,14.102.255.255,AS,HK,North,"Hong Kong (Fanling)",22.487,114.138
14.103.0.0,14.103.255.255,AS,CN,Beijing,Beijing,39.9042,116.407
14.104.0.0,14.108.185.255,AS,CN,Chongqing,Chongqing,29.563,106.552
14.108.186.0,14.108.186.255,AS,CN,Chongqing,Longfeng,29.8153,106.429
14.108.187.0,14.111.255.255,AS,CN,Chongqing,Chongqing,29.563,106.552
14.112.0.0,14.112.211.255,AS,CN,Guangdong,Guangzhou,23.1322,113.267
14.112.212.0,14.112.212.255,AS,CN,Guangdong,Shiwan,23.1399,113.853
14.112.213.0,14.113.8.255,AS,CN,Guangdong,Guangzhou,23.1322,113.267
14.113.9.0,14.113.9.255,AS,CN,Guangdong,Shenzhen,22.5431,114.058
14.113.10.0,14.116.143.255,AS,CN,Guangdong,Guangzhou,23.1322,113.267
14.116.144.0,14.116.144.255,AS,CN,Hubei,Shizishan,30.4857,114.329
14.116.145.0,14.116.161.255,AS,CN,Guangdong,Guangzhou,23.1322,113.267
14.116.162.0,14.116.162.255,AS,CN,Guangdong,Shenzhen,22.5431,114.058
14.116.163.0,14.117.209.255,AS,CN,Guangdong,Guangzhou,23.1322,113.267
14.117.210.0,14.117.210.255,AS,CN,Guangdong,Shuikou,22.4547,112.764
14.117.211.0,14.118.200.255,AS,CN,Guangdong,Guangzhou,23.1322,113.267
14.118.201.0,14.118.201.255,AS,CN,Guangdong,Canghou,22.5912,113.067
14.118.202.0,14.118.231.255,AS,CN,Guangdong,Guangzhou,23.1322,113.267
14.118.232.0,14.118.232.255,AS,CN,Guangdong,Jiangmen,22.5791,113.082
14.118.233.0,14.120.45.255,AS,CN,Guangdong,Guangzhou,23.1322,113.267
14.120.46.0,14.120.46.255,AS,CN,Guangdong,Guangming,22.7723,113.93
14.120.47.0,14.120.107.255,AS,CN,Guangdong,Guangzhou,23.1322,113.267
14.120.108.0,14.120.108.255,AS,CN,Guangdong,Chang’an,22.8065,113.803
14.120.109.0,14.120.180.255,AS,CN,Guangdong,Guangzhou,23.1322,113.267
14.120.181.0,14.120.181.255,AS,CN,Guangdong,Shuibu,22.3352,112.802
14.120.182.0,14.122.208.255,AS,CN,Guangdong,Guangzhou,23.1322,113.267
14.122.209.0,14.122.209.255,AS,CN,Guangdong,Shenzhen,22.5431,114.058
14.122.210.0,14.125.57.255,AS,CN,Guangdong,Guangzhou,23.1322,113.267
14.125.58.0,14.125.58.255,AS,CN,Guangdong,Qianshan,22.2433,113.521
14.125.59.0,14.127.255.255,AS,CN,Guangdong,Guangzhou,23.1322,113.267
14.128.0.0,14.128.3.255,AS,JP,Tokyo,"Shinjuku (Nishishinjuku)",35.692,139.686
14.128.4.0,14.128.4.255,OC,NZ,Auckland,Auckland,-36.8485,174.763
14.128.5.0,14.128.5.255,OC,NZ,Wellington,Wellington,-41.2842,174.776
14.128.6.0,14.128.7.255,OC,NZ,Auckland,Auckland,-36.8485,174.763
14.128.8.0,14.128.11.255,AS,TH,Bangkok,"Bangkok (Bukkhalo)",13.7124,100.483
14.128.12.0,14.128.12.255,AS,BD,Dhaka,"Dhaka (Ramna)",23.7489,90.4032
14.128.13.0,14.128.13.255,AS,BD,Dhaka,"Dhaka (Ramna Maidan)",23.7489,90.4032
14.128.14.0,14.128.14.255,AS,BD,Dhaka,"Dhaka (Ramna)",23.7475,90.4111
14.128.15.0,14.128.15.255,AS,BD,Dhaka,"Dhaka (Ramna Maidan)",23.7489,90.4032
14.128.16.0,14.128.31.255,AS,JP,Tokyo,Chuo,35.682,139.774
14.128.32.0,14.128.39.255,AS,HK,"Kowloon City","Kowloon City",22.3251,114.206
14.128.40.0,14.128.47.255,AS,HK,"Sham Shui Po","Sham Shui Po",22.3327,114.162
14.128.48.0,14.128.55.255,AS,KR,Seoul,Seoul,37.5665,126.978
14.128.56.0,14.128.56.255,NA,US,California,"San Jose",37.3382,-121.886
14.128.57.0,14.128.58.255,AS,HK,"Kowloon City","Kowloon City",22.3251,114.206
14.128.59.0,14.128.59.255,AS,HK,"Wan Chai",Wanchai,22.2643,114.188
14.128.60.0,14.128.62.255,AS,HK,"Kowloon City","Kowloon City",22.3251,114.206
14.128.63.0,14.128.63.255,AS,HK,"Sham Shui Po","Sham Shui Po",22.3327,114.162
14.128.64.0,14.128.95.255,AS,JP,Tokyo,Chiyoda,35.6906,139.77
14.128.96.0,14.128.127.255,AS,JP,Tokyo,"Shibuya (Maruyamacho)",35.6578,139.695
14.128.128.0,14.128.255.255,AS,KR,Seoul,"Seoul (Boramae-ro 5-gil)",37.492,126.923
14.129.0.0,14.129.223.255,AS,KR,Seoul,"Seoul (Gasan digital 1-ro)",37.477,126.883
14.129.224.0,14.129.239.255,AS,KR,Seoul,"Seoul (Guro-dong)",37.4952,126.882
14.129.240.0,14.129.255.255,AS,KR,Seoul,"Seoul (Gasan digital 1-ro)",37.477,126.883
14.130.0.0,14.131.255.255,AS,CN,Beijing,Beijing,39.9042,116.407
14.132.0.0,14.132.1.255,AS,JP,Tokyo,Chiyoda,35.694,139.754
14.132.2.0,14.132.2.255,AS,JP,Mie,Kuwana,35.0519,136.67
14.132.3.0,14.132.3.255,AS,JP,Tokyo,Chiyoda,35.694,139.754
14.132.4.0,14.132.4.255,AS,JP,Tokyo,Tokyo,35.6895,139.692
14.132.5.0,14.132.5.255,AS,JP,Mie,Nabari,34.6167,136.083
14.132.6.0,14.132.7.255,AS,JP,Tokyo,Tokyo,35.6895,139.692
14.132.8.0,14.132.8.255,AS,JP,Tokyo,Chiyoda,35.694,139.754
14.132.9.0,14.132.9.255,AS,JP,Tokyo,Tokyo,35.6895,139.692
14.132.10.0,14.132.10.255,AS,JP,Mie,Nabari,34.6167,136.083
14.132.11.0,14.132.11.255,AS,JP,Tokyo,Tokyo,35.6895,139.692
14.132.12.0,14.132.12.255,AS,JP,Tokyo,Chiyoda,35.694,139.754
14.132.13.0,14.132.13.255,AS,JP,Tokyo,Tokyo,35.6895,139.692
14.132.14.0,14.132.14.255,AS,JP,Tokyo,Chiyoda,35.694,139.754
14.132.15.0,14.132.15.255,AS,JP,Mie,Matsusaka,34.5789,136.537
14.132.16.0,14.132.16.255,AS,JP,Tokyo,Tokyo,35.6895,139.692
14.132.17.0,14.132.18.255,AS,JP,Tokyo,Chiyoda,35.694,139.754
14.132.19.0,14.132.19.255,AS,JP,Tokyo,Tokyo,35.6895,139.692
14.132.20.0,14.132.21.255,AS,JP,Tokyo,Chiyoda,35.694,139.754
14.132.22.0,14.132.22.255,AS,JP,Mie,Yokkaichi,34.9667,136.617
14.132.23.0,14.132.23.255,AS,JP,Tokyo,Tokyo,35.6895,139.692
14.132.24.0,14.132.24.255,AS,JP,Mie,Shima,34.3333,136.833
14.132.25.0,14.132.26.255,AS,JP,Tokyo,Chiyoda,35.694,139.754
14.132.27.0,14.132.27.255,AS,JP,Tokyo,Tokyo,35.6895,139.692
14.132.28.0,14.132.28.255,AS,JP,Mie,Suzuka,34.8833,136.583
14.132.29.0,14.132.32.255,AS,JP,Tokyo,Tokyo,35.6895,139.692
14.132.33.0,14.132.33.127,AS,JP,Mie,Tsu,34.7333,136.517
14.132.33.128,14.132.34.255,AS,JP,Tokyo,Tokyo,35.6895,139.692
14.132.35.0,14.132.35.255,AS,JP,Mie,Inabe,35.1134,136.572
14.132.36.0,14.132.37.255,AS,JP,Tokyo,Tokyo,35.6895,139.692
14.132.38.0,14.132.38.255,AS,JP,Mie,Suzuka,34.8833,136.583
14.132.39.0,14.132.39.255,AS,JP,Mie,Hisai-motomachi,34.6667,136.467
14.132.40.0,14.132.41.255,AS,JP,Tokyo,Tokyo,35.6895,139.692
14.132.42.0,14.132.42.255,AS,JP,Mie,Nabari,34.6167,136.083
14.132.43.0,14.132.47.255,AS,JP,Tokyo,Tokyo,35.6895,139.692
14.132.48.0,14.132.50.255,AS,JP,Aichi,Nagoya,35.1814,136.907
14.132.51.0,14.132.51.255,AS,JP,Mie,Tsu,34.7333,136.517
14.132.52.0,14.132.55.255,AS,JP,Aichi,Nagoya,35.1814,136.907
14.132.56.0,14.132.56.255,AS,JP,Mie,Suzuka,34.8833,136.583
14.132.57.0,14.132.57.255,AS,JP,Aichi,Nagoya,35.1814,136.907
14.132.58.0,14.132.58.127,AS,JP,Mie,Kuwana,35.0519,136.67
14.132.58.128,14.132.59.255,AS,JP,Mie,Tsu,34.7333,136.517
14.132.60.0,14.132.63.255,AS,JP,Aichi,Nagoya,35.1814,136.907
14.132.64.0,14.132.65.255,AS,JP,Aichi,Nagoya,35.1814,136.906
14.132.66.0,14.132.66.255,AS,JP,Aichi,Yatomi,35.1053,136.734
14.132.67.0,14.132.67.255,AS,JP,Mie,Suzuka,34.8833,136.583
14.132.68.0,14.132.68.255,AS,JP,Aichi,Nagoya,35.1814,136.906
14.132.69.0,14.132.69.255,AS,JP,Mie,Kuwana,35.0519,136.67
14.132.70.0,14.132.71.255,AS,JP,Aichi,Nagoya,35.1814,136.906
14.132.72.0,14.132.72.255,AS,JP,Mie,Suzuka,34.8833,136.583
14.132.73.0,14.132.73.255,AS,JP,Aichi,Nagoya,35.1814,136.906
14.132.74.0,14.132.74.255,AS,JP,Mie,Yokkaichi,34.9667,136.617
14.132.75.0,14.132.75.255,AS,JP,Mie,Suzuka,34.8833,136.583
14.132.76.0,14.132.80.255,AS,JP,Aichi,Nagoya,35.1814,136.906
14.132.81.0,14.132.82.255,AS,JP,Aichi,Kuroda,35.35,136.783
14.132.83.0,14.132.83.255,AS,JP,Aichi,Kasugai,35.2476,136.972
14.132.84.0,14.132.84.255,AS,JP,Aichi,Nagoya,35.1814,136.906
14.132.85.0,14.132.85.255,AS,JP,Aichi,Kōnan,35.3316,136.87
14.132.86.0,14.132.86.255,AS,JP,Aichi,Nagoya,35.1814,136.906
14.132.87.0,14.132.87.255,AS,JP,Aichi,Kōnan,35.3316,136.87
14.132.88.0,14.132.88.255,AS,JP,Aichi,Nagoya,35.1814,136.906
14.132.89.0,14.132.89.255,AS,JP,Aichi,Sobue,35.25,136.717
14.132.90.0,14.132.91.255,AS,JP,Aichi,Nagoya,35.1814,136.906
14.132.92.0,14.132.92.255,AS,JP,Aichi,Kōnan,35.3316,136.87
14.132.93.0,14.132.93.255,AS,JP,Aichi,Nagoya,35.1814,136.906
14.132.94.0,14.132.94.255,AS,JP,Aichi,Komaki,35.2833,136.917
14.132.95.0,14.132.95.255,AS,JP,Aichi,Nagoya,35.1814,136.906
14.132.96.0,14.132.96.255,AS,JP,Aichi,Toyoake,35.038,136.999
14.132.97.0,14.132.98.255,AS,JP,Aichi,Nisshin,35.1368,137.052
14.132.99.0,14.132.100.255,AS,JP,Aichi,Naka,35.1687,136.91
14.132.101.0,14.132.101.255,AS,JP,Aichi,Nisshin,35.1368,137.052
14.132.102.0,14.132.103.255,AS,JP,Aichi,Toyoake,35.038,136.999
14.132.104.0,14.132.104.255,AS,JP,Aichi,Naka,35.1687,136.91
14.132.105.0,14.132.105.255,AS,JP,Aichi,Nisshin,35.1368,137.052
14.132.106.0,14.132.106.255,AS,JP,Aichi,Toyoake,35.038,136.999
14.132.107.0,14.132.107.127,AS,JP,Aichi,Nagakute,35.1732,137.057
14.132.107.128,14.132.110.255,AS,JP,Aichi,Nisshin,35.1368,137.052
14.132.111.0,14.132.113.255,AS,JP,Aichi,Naka,35.1687,136.91
14.132.114.0,14.132.114.127,AS,JP,Aichi,Toyoake,35.038,136.999
14.132.114.128,14.132.115.255,AS,JP,Aichi,Naka,35.1687,136.91
14.132.116.0,14.132.116.255,AS,JP,Aichi,Toyoake,35.038,136.999
14.132.117.0,14.132.117.255,AS,JP,Aichi,Naka,35.1687,136.91
14.132.118.0,14.132.118.255,AS,JP,Aichi,Nisshin,35.1368,137.052
14.132.119.0,14.132.119.255,AS,JP,Aichi,Toyoake,35.038,136.999
14.132.120.0,14.132.122.255,AS,JP,Aichi,Naka,35.1687,136.91
14.132.123.0,14.132.123.255,AS,JP,Aichi,Toyoake,35.038,136.999
14.132.124.0,14.132.125.255,AS,JP,Aichi,Naka,35.1687,136.91
14.132.126.0,14.132.126.255,AS,JP,Aichi,Nisshin,35.1368,137.052
14.132.127.0,14.132.128.255,AS,JP,Aichi,Naka,35.1687,136.91
14.132.129.0,14.132.131.255,AS,JP,Aichi,Nisshin,35.1368,137.052
14.132.132.0,14.132.133.255,AS,JP,Aichi,Naka,35.1687,136.91
14.132.134.0,14.132.135.255,AS,JP,Aichi,Nisshin,35.1368,137.052
14.132.136.0,14.132.137.255,AS,JP,Aichi,Naka,35.1687,136.91
14.132.138.0,14.132.138.255,AS,JP,Aichi,Nagakute,35.1732,137.057
14.132.139.0,14.132.140.255,AS,JP,Aichi,Naka,35.1687,136.91
14.132.141.0,14.132.142.255,AS,JP,Aichi,Nisshin,35.1368,137.052
14.132.143.0,14.132.143.255,AS,JP,Aichi,Naka,35.1687,136.91
14.132.144.0,14.132.144.255,AS,JP,Aichi,Nisshin,35.1368,137.052
14.132.145.0,14.132.146.63,AS,JP,Aichi,Chita,35.0027,136.864
14.132.146.64,14.132.147.255,AS,JP,Aichi,Naka,35.1687,136.91
14.132.148.0,14.132.148.255,AS,JP,Nara,Kashiba,34.5347,135.709
14.132.149.0,14.132.149.255,AS,JP,Aichi,Naka,35.1687,136.91
14.132.150.0,14.132.150.255,AS,JP,Aichi,Chita,35.0027,136.864
14.132.151.0,14.132.151.255,AS,JP,Aichi,Naka,35.1687,136.91
14.132.152.0,14.132.152.255,AS,JP,Aichi,Toyoake,35.038,136.999
14.132.153.0,14.132.155.255,AS,JP,Aichi,Naka,35.1687,136.91
14.132.156.0,14.132.156.255,AS,JP,Aichi,Toyoake,35.038,136.999
14.132.157.0,14.132.157.255,AS,JP,Aichi,Naka,35.1687,136.91
14.132.158.0,14.132.158.255,AS,JP,Aichi,Nisshin,35.1368,137.052
14.132.159.0,14.132.159.255,AS,JP,Aichi,Naka,35.1687,136.91
14.132.160.0,14.132.160.255,AS,JP,Mie,Kuwana,35.0519,136.67
14.132.161.0,14.132.161.255,AS,JP,Mie,Hisai-motomachi,34.6667,136.467
